[2026-08-22T15:40:05+00:00] monitor started: experiment=realworld-opencode-x-preview-f-free-high-all-20260822-1838 arms=baseline,doorstop,graphify,ponytail,strictdoc,supermemory,tdd,thermo-nuclear-code-quality-review,combo-supermemory-graphify,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd runs=1 jobs=5 rework_attempts=2
[2026-08-22T15:40:05+00:00] starting attempt 1 (fresh): /home/user/my/harness-benchmark/.venv/bin/python3 -m benchmark run-all --experiment-id realworld-opencode-x-preview-f-free-high-all-20260822-1838 --problem realworld --arms baseline,doorstop,graphify,ponytail,strictdoc,supermemory,tdd,thermo-nuclear-code-quality-review,combo-supermemory-graphify,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd --runs 1 --jobs 5 --agent opencode --provider opencode_auth --model x-preview-f-free --thinking high --rework-attempts 2
[2026-08-22T15:40:05+00:00] heartbeat: 0/12 slots complete; pending: baseline/run_1: no state.json; doorstop/run_1: no state.json; graphify/run_1: no state.json; ponytail/run_1: no state.json; +8 more; experiment processes=1
[2026-08-22T18:38:11+00:00] heartbeat: 7/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; +1 more; experiment processes=13
[2026-08-22T18:39:11+00:00] heartbeat: 7/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; +1 more; experiment processes=13
[2026-08-22T18:40:11+00:00] heartbeat: 7/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; +1 more; experiment processes=13
[2026-08-22T18:41:11+00:00] heartbeat: 7/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; +1 more; experiment processes=13
[2026-08-22T18:42:11+00:00] heartbeat: 7/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; +1 more; experiment processes=13
[2026-08-22T18:43:11+00:00] heartbeat: 7/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; +1 more; experiment processes=13
[2026-08-22T18:44:11+00:00] heartbeat: 7/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; +1 more; experiment processes=13
[2026-08-22T18:45:11+00:00] heartbeat: 7/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; +1 more; experiment processes=13
[2026-08-22T18:46:11+00:00] heartbeat: 7/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; +1 more; experiment processes=13
[2026-08-22T18:47:11+00:00] heartbeat: 7/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; +1 more; experiment processes=13
[2026-08-22T18:48:12+00:00] heartbeat: 7/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; +1 more; experiment processes=12
[2026-08-22T18:49:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T18:50:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T18:51:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T18:52:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T18:53:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T18:54:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T18:55:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T18:56:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T18:57:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T18:58:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T18:59:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T19:00:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T19:01:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T19:02:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T19:03:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T19:04:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T19:05:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=10
[2026-08-22T19:06:12+00:00] heartbeat: 8/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd/run_1: phase=started stop=started; experiment processes=9
[2026-08-22T19:07:12+00:00] heartbeat: 9/12 slots complete; pending: thermo-nuclear-code-quality-review/run_1: phase=started stop=started; combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; experiment processes=7
[2026-08-22T19:08:12+00:00] heartbeat: 10/12 slots complete; pending: combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; experiment processes=4
[2026-08-22T19:09:12+00:00] heartbeat: 10/12 slots complete; pending: combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; experiment processes=4
[2026-08-22T19:10:12+00:00] heartbeat: 10/12 slots complete; pending: combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; experiment processes=4
[2026-08-22T19:11:12+00:00] heartbeat: 10/12 slots complete; pending: combo-supermemory-graphify/run_1: phase=started stop=started; combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; experiment processes=4
[2026-08-22T19:11:51+00:00] attempt 1 ended with exit=0; 11/12 slots complete
[2026-08-22T19:11:51+00:00] will retry in 30s (resume); restarts used=1
[2026-08-22T19:12:22+00:00] starting attempt 2 (resume): /home/user/my/harness-benchmark/.venv/bin/python3 -m benchmark run-all --experiment-id realworld-opencode-x-preview-f-free-high-all-20260822-1838 --problem realworld --arms baseline,doorstop,graphify,ponytail,strictdoc,supermemory,tdd,thermo-nuclear-code-quality-review,combo-supermemory-graphify,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd --runs 1 --jobs 5 --resume
[2026-08-22T19:12:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=stopped_by_policy; experiment processes=1
[2026-08-22T19:13:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:14:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:15:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:16:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:17:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:18:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:19:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:20:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:21:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:22:15+00:00] attempt 2 ended with exit=0; 11/12 slots complete
[2026-08-22T19:22:15+00:00] will retry in 30s (resume); restarts used=2
[2026-08-22T19:22:45+00:00] starting attempt 3 (resume): /home/user/my/harness-benchmark/.venv/bin/python3 -m benchmark run-all --experiment-id realworld-opencode-x-preview-f-free-high-all-20260822-1838 --problem realworld --arms baseline,doorstop,graphify,ponytail,strictdoc,supermemory,tdd,thermo-nuclear-code-quality-review,combo-supermemory-graphify,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd --runs 1 --jobs 5 --resume
[2026-08-22T19:22:45+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=interrupted; experiment processes=1
[2026-08-22T19:23:45+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:24:45+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:25:45+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:26:45+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:27:46+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:28:46+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:29:46+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:30:46+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:30:50+00:00] attempt 3 ended with exit=0; 11/12 slots complete
[2026-08-22T19:30:50+00:00] will retry in 30s (resume); restarts used=3
[2026-08-22T19:31:20+00:00] starting attempt 4 (resume): /home/user/my/harness-benchmark/.venv/bin/python3 -m benchmark run-all --experiment-id realworld-opencode-x-preview-f-free-high-all-20260822-1838 --problem realworld --arms baseline,doorstop,graphify,ponytail,strictdoc,supermemory,tdd,thermo-nuclear-code-quality-review,combo-supermemory-graphify,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd,combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-tdd --runs 1 --jobs 5 --resume
[2026-08-22T19:31:20+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=incomplete stop=interrupted; experiment processes=1
[2026-08-22T19:32:20+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:33:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:34:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:35:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:36:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:37:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:38:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:39:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:40:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:41:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:42:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:43:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:44:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:45:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:46:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:47:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:48:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:49:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:50:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:51:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:52:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:53:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:54:21+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:55:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:56:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:57:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:58:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T19:59:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T20:00:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T20:01:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T20:02:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
[2026-08-22T20:03:22+00:00] heartbeat: 11/12 slots complete; pending: combo-supermemory-graphify-ponytail-thermo-nuclear-code-quality-review-doorstop-tdd/run_1: phase=started stop=started; experiment processes=4
